,Course,Education Level,Institutions,Year,GM (%)
4907,BACELOR PERNIAGAAN ANTARABANGSA (KEPUJIAN),Ijazah pertama,MANAGEMENT AND SCIENCE UNIVERSITY,2022,99.3
4908,BACHELOR OF BUSINESS ADMINISTRATION (HONS) INTERNATIONAL BUSINESS,Ijazah pertama,UniKL-BUSINESS SCHOOL,2023,99.3
4909,BACHELOR OF SCIENCE (HONS) IN ACTUARIAL STUDIES,Ijazah pertama,SUNWAY UNIVERSITY,2022,99.3
4910,DIPLOMA PENDIDIKAN LEPASAN IJAZAH,Diploma pascasiswazah,UNIVERSITI MALAYSIA SABAH,2023,99.3
4911,IJAZAH SARJANA MUDA PENGURUSAN AWAM DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI UTARA MALAYSIA,2023,99.3
4912,SARJANA MUDA SAINS KOMPUTER (KEJURUTERAAN PERISIAN) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA PAHANG AL-SULTAN ABDULLAH,2022,99.3
4913,BACELOR PENDIDIKAN (KEPUJIAN)-TESL,Ijazah pertama,MANAGEMENT AND SCIENCE UNIVERSITY,2023,99.2
4914,BACHELOR OF EDUCATION (TEACHING ISLAMIC STUDIES IN PRIMARY SCHOOL) WITH HONOURS,Ijazah pertama,ASIA E UNIVERSITY,2022,99.2
4915,IJAZAH DOKTOR PERUBATAN,Ijazah pertama,UNIVERSITI MALAYSIA SARAWAK,2022,99.2
4916,IJAZAH SARJANA MUDA PENDIDIKAN (KIMIA) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PENDIDIKAN SULTAN IDRIS,2022,99.2
4917,IJAZAH SARJANA MUDA PERAKAUNAN DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI SAINS ISLAM MALAYSIA,2022,99.2
4918,IJAZAH SARJANA MUDA UNDANG-UNDANG DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI KEBANGSAAN MALAYSIA,2022,99.2
4919,SARJANA MUDA PENGURUSAN SUMBER MANUSIA PERTAHANAN,Ijazah pertama,UNIVERSITI PERTAHANAN NASIONAL MALAYSIA,2023,99.2
4920,BACHELOR OF ARTS (HONOURS) ACCOUNTING AND FINANCE,Ijazah pertama,TAYLOR'S UNIVERSITY,2022,99.1
4921,BACHELOR OF BUSINESS (HONOURS) FINANCE AND ECONOMICS,Ijazah pertama,TAYLOR'S UNIVERSITY,2023,99.1
4922,DIPLOMA PASCASISWAZAH PENDIDIKAN,Diploma pascasiswazah,UNIVERSITI POLY-TECH MALAYSIA,2022,99.1
4923,DIPLOMA PASCASISWAZAH PENDIDIKAN,Diploma pascasiswazah,UNIVERSITI SULTAN ZAINAL ABIDIN,2023,99.1
4924,IJAZAH SARJANA MUDA KEUSAHAWANAN (PELANCONGAN) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA KELANTAN,2023,99.1
4925,IJAZAH SARJANA MUDA PENDIDIKAN (TEKNOLOGI MAKLUMAT) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PENDIDIKAN SULTAN IDRIS,2022,99.1
4926,IJAZAH SARJANA MUDA PERNIAGAAN (KEPUJIAN) (PERNIAGAAN ANTARABANGSA),Ijazah pertama,UNIVERSITI MALAYSIA PERLIS,2022,99.1
4927,IJAZAH SARJANA MUDA TEKNOUSAHAWANAN DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI TEKNIKAL MALAYSIA MELAKA,2023,99.1
4928,MASTER SAINS,Sarjana,UNIVERSITI PUTRA MALAYSIA,2023,99.1
4929,SARJANA MUDA SAINS (KIMIA INDUSTRI),Ijazah pertama,UNIVERSITI TEKNOLOGI MALAYSIA,2022,99.1
4930,SARJANA MUDA SAINS KOMPUTER (KEJURUTERAAN PERISIAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MALAYSIA,2022,99.1
4931,SARJANA MUDA SAINS KOMPUTER (SISTEM KOMPUTER & RANGKAIAN) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA PAHANG AL-SULTAN ABDULLAH,2022,99.1
4932,BACELOR PENTADBIRAN PERNIAGAAN,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2023,99
4933,BACHELOR OF ACCOUNTING (HONOURS),Ijazah pertama,UNIVERSITI MULTIMEDIA,2023,99
4934,BACHELOR OF BUSINESS ADMINISTRATION IN MARKETING (HONOURS),Ijazah pertama,UniKL-BUSINESS SCHOOL,2023,99
4935,BACHELOR OF COMPUTER ENGINEERING TECHNOLOGY (NETWORKING SYSTEMS) WITH HONOURS,Ijazah pertama,UniKL-MALAYSIAN INSTITUTE OF INFORMATION TECHNOLOGY,2022,99
4936,BACHELOR OF INDUSTRIAL LOGISTICS (HONS),Ijazah pertama,UniKL-MALAYSIAN INSTITUTE OF INDUSTRIAL TECHNOLOGY,2023,99
4937,BACHELOR OF MEDICINE AND BACHELOR OF SURGERY (MBBS),Ijazah pertama,UniKL-ROYAL COLLEGE OF MEDICINE PERAK,2022,99
4938,BACHELOR OF MULTIMEDIA TECHNOLOGY (HONS) IN INTERACTIVE MULTIMEDIA DESIGN,Ijazah pertama,UniKL-MALAYSIAN INSTITUTE OF INFORMATION TECHNOLOGY,2022,99
4939,BACHELOR OF SCIENCE (HONS) IN ACCOUNTING AND FINANCE,Ijazah pertama,SUNWAY UNIVERSITY,2023,99
4940,IJAZAH SARJANA MUDA KEJURUTERAAN MEKANIKAL DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA PERLIS,2023,99
4941,IJAZAH SARJANA MUDA SAINS SOSIAL DENGAN KEPUJIAN (SEJARAH),Ijazah pertama,UNIVERSITI MALAYSIA SABAH,2022,99
4942,SARJANA MUDA (KEPUJIAN) KEJURUTERAAN ELEKTRIK (SISTEM KUASA),Ijazah pertama,UNIVERSITI MALAYSIA PAHANG AL-SULTAN ABDULLAH,2022,99
4943,SARJANA MUDA KEJURUTERAAN MEKANIKAL DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA PAHANG AL-SULTAN ABDULLAH,2022,99
4944,SARJANA MUDA SASTERA DENGAN PENDIDIKAN (KEPUJIAN),Ijazah pertama,UNIVERSITI SAINS MALAYSIA,2022,99
4945,SARJANA PENDIDIKAN,Sarjana,OPEN UNIVERSITY MALAYSIA,2023,99
4946,SARJANA PENTADBIRAN PERNIAGAAN,Sarjana,UNIVERSITI TEKNOLOGI MALAYSIA,2022,99
4947,IJAZAH SARJANA MUDA KEJURUTERAAN AWAM DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA PERLIS,2023,98.9
4948,IJAZAH SARJANA MUDA KEJURUTERAAN ELEKTRIK DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI TEKNIKAL MALAYSIA MELAKA,2023,98.9
4949,IJAZAH SARJANA MUDA KEJURUTERAAN KIMIA DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI KEBANGSAAN MALAYSIA,2022,98.9
4950,IJAZAH SARJANA MUDA PENDIDIKAN (KEPUJIAN) PENGAJARAN BAHASA INGGERIS SEBAGAI BAHASA KEDUA,Ijazah pertama,UNIVERSITI SELANGOR,2022,98.9
4951,IJAZAH SARJANA MUDA PENGURUSAN AWAM DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI UTARA MALAYSIA,2022,98.9
4952,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (PERKHIDMATAN KEWANGAN) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PENDIDIKAN SULTAN IDRIS,2022,98.9
4953,IJAZAH SARJANA MUDA PSIKOLOGI DENGAN KEPUJIAN (PSIKOLOGI KAUNSELING),Ijazah pertama,UNIVERSITI MALAYSIA SABAH,2023,98.9
4954,IJAZAH SARJANA MUDA SAINS MAKMAL PERUBATAN (KEPUJIAN),Ijazah pertama,UNIVERSITI SELANGOR,2022,98.9
4955,IJAZAH SARJANA MUDA SAINS SOSIAL DENGAN KEPUJIAN (GEOGRAFI),Ijazah pertama,UNIVERSITI MALAYSIA SABAH,2022,98.9
4956,SARJANA MUDA SAINS KOMPUTER (PERISIAN GRAFIK DAN MULTIMEDIA),Ijazah pertama,UNIVERSITI TEKNOLOGI MALAYSIA,2022,98.9
4957,SARJANA PENDIDIKAN (PENDIDIKAN SEKOLAH RENDAH),Sarjana,UNIVERSITI PENDIDIKAN SULTAN IDRIS,2023,98.9
4958,SARJANA PENDIDIKAN (PENGAJARAN BAHASA INGGERIS SEBAGAI BAHASA KEDUA),Sarjana,UNIVERSITI KEBANGSAAN MALAYSIA,2023,98.9
4959,BACELOR PENGURUSAN MODAL INSAN (KEPUJIAN),Ijazah pertama,MANAGEMENT AND SCIENCE UNIVERSITY,2022,98.8
4960,BACHELOR OF BUSINESS (HONOURS) FINANCE AND ECONOMICS,Ijazah pertama,TAYLOR'S UNIVERSITY,2022,98.8
4961,BACHELOR OF BUSINESS ANALYTICS (HONOURS),Ijazah pertama,SUNWAY UNIVERSITY,2023,98.8
4962,BACHELOR OF COMPUTER SCIENCE (HONOURS) (DATA SCIENCE),Ijazah pertama,UNIVERSITI MULTIMEDIA,2023,98.8
4963,BACHELOR OF INFORMATION TECHNOLOGY (HONS) IN SOFTWARE ENGINEERING,Ijazah pertama,UniKL-MALAYSIAN INSTITUTE OF INFORMATION TECHNOLOGY,2022,98.8
4964,DOKTOR FALSAFAH,PhD,UNIVERSITI TEKNOLOGI MALAYSIA,2022,98.8
4965,IJAZAH SARJANA MUDA EKONOMI DENGAN KEPUJIAN (EKONOMI KEWANGAN),Ijazah pertama,UNIVERSITI MALAYSIA SABAH,2023,98.8
4966,IJAZAH SARJANA MUDA KEUSAHAWANAN (HOSPITALITI) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA KELANTAN,2023,98.8
4967,IJAZAH SARJANA MUDA KEWANGAN ISLAM DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA SABAH,2022,98.8
4968,IJAZAH SARJANA MUDA PENDIDIKAN (MUZIK) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PENDIDIKAN SULTAN IDRIS,2022,98.8
4969,MASTER OF EDUCATION,Sarjana,UNIVERSITI ISLAM ANTARABANGSA MALAYSIA,2023,98.8
4970,SARJANA MUDA FARMASI (KEPUJIAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,98.8
4971,SARJANA MUDA SAINS KOMPUTER (RANGKAIAN DAN KESELAMATAN KOMPUTER),Ijazah pertama,UNIVERSITI TEKNOLOGI MALAYSIA,2022,98.8
4972,SARJANA PENTADBIRAN PERNIAGAAN,Sarjana,OPEN UNIVERSITY MALAYSIA,2022,98.8
4973,BA (HONS) IN COMMUNICATION,Ijazah pertama,SUNWAY UNIVERSITY,2023,98.7
4974,BACHELOR OF DENTAL SURGERY,Ijazah pertama,MANIPAL UNIVERSITY COLLEGE MALAYSIA,2022,98.7
4975,BSC (HONS) INFORMATION TECHNOLOGY (COMPUTER NETWORKING AND SECURITY),Ijazah pertama,SUNWAY UNIVERSITY,2023,98.7
4976,IJAZAH SARJANA MUDA EKONOMI DENGAN KEPUJIAN (EKONOMI PERANCANGAN DAN PEMBANGUNAN),Ijazah pertama,UNIVERSITI MALAYSIA SABAH,2022,98.7
4977,IJAZAH SARJANA MUDA EKONOMI DENGAN KEPUJIAN (EKONOMI SUMBER MANUSIA),Ijazah pertama,UNIVERSITI MALAYSIA SABAH,2023,98.7
4978,IJAZAH SARJANA MUDA KEJURUTERAAN KIMIA DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI KEBANGSAAN MALAYSIA,2023,98.7
4979,IJAZAH SARJANA MUDA SAINS SOSIAL DENGAN KEPUJIAN (GEOGRAFI),Ijazah pertama,UNIVERSITI MALAYSIA SABAH,2023,98.7
4980,MASTER EKSEKUTIF PENGURUSAN PERNIAGAAN,Sarjana,UNIVERSITI MALAYSIA PAHANG AL-SULTAN ABDULLAH,2023,98.7
4981,MASTER OF BUSINESS ADMINISTRATION,Sarjana,KUALA LUMPUR METROPOLITAN UNIVERSITY COLLEGE,2023,98.7
4982,MASTER SAINS,Sarjana,UNIVERSITI PUTRA MALAYSIA,2022,98.7
4983,SARJANA MUDA KESELAMATAN DAN KESIHATAN PEKERJAAN DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA PAHANG AL-SULTAN ABDULLAH,2023,98.7
4984,SARJANA MUDA PEMBEDAHAN PERGIGIAN,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2023,98.7
4985,SARJANA MUDA PENGAJARAN (PENDIDIKAN RENDAH) DENGAN KEPUJIAN,Ijazah pertama,OPEN UNIVERSITY MALAYSIA,2022,98.7
4986,BACELOR SAINS PEMBANGUNAN SUMBER MANUSIA,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2023,98.6
4987,BACHELOR OF AIRCRAFT ENGINEERING TECHNOLOGY (HONS) IN MECHANICAL,Ijazah pertama,UniKL-MALAYSIAN INSTITUTE OF AVIATION TECHNOLOGY,2023,98.6
4988,BACHELOR OF BUSINESS (HONOURS) (INTERNATIONAL BUSINESS AND MARKETING),Ijazah pertama,TAYLOR'S UNIVERSITY,2023,98.6
4989,BACHELOR OF ELECTRICAL ENGINEERING TECHNOLOGY WITH HONOURS,Ijazah pertama,UniKL-BRITISH MALAYSIAN INSTITUTE,2023,98.6
4990,DOKTOR FALSAFAH,PhD,UNIVERSITI PENDIDIKAN SULTAN IDRIS,2022,98.6
4991,IJAZAH SARJANA MUDA KEJURUTERAAN ALAM SEKITAR DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA PERLIS,2022,98.6
4992,IJAZAH SARJANA MUDA PENGAJIAN ISLAM DENGAN KEPUJIAN (USULUDDIN DAN FALSAFAH),Ijazah pertama,UNIVERSITI KEBANGSAAN MALAYSIA,2022,98.6
4993,IJAZAH SARJANA MUDA PERAKAUNAN (KEPUJIAN),Ijazah pertama,UNIVERSITI SELANGOR,2022,98.6
4994,IJAZAH SARJANA MUDA SAINS KOMPUTER (KESELAMATAN KOMPUTER) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI TEKNIKAL MALAYSIA MELAKA,2023,98.6
4995,IJAZAH SARJANA MUDA SAINS KOMPUTER DENGAN KEPUJIAN (KEJURUTERAAN PERISIAN),Ijazah pertama,UNIVERSITI MALAYSIA SABAH,2022,98.6
4996,IJAZAH SARJANA MUDA SAINS MAKANAN DENGAN KEPUJIAN (SAINS MAKANAN DAN PEMAKANAN),Ijazah pertama,UNIVERSITI MALAYSIA SABAH,2022,98.6
4997,SARJANA MUDA PENGAJIAN STRATEGI,Ijazah pertama,UNIVERSITI PERTAHANAN NASIONAL MALAYSIA,2022,98.6
4998,SARJANA MUDA PENGURUSAN PEMBUATAN DENGAN KEPUJIAN,Ijazah pertama,OPEN UNIVERSITY MALAYSIA,2023,98.6
4999,SARJANA MUDA SAINS (KIMIA),Ijazah pertama,UNIVERSITI TEKNOLOGI MALAYSIA,2022,98.6
5000,SARJANA MUDA TEKNOLOGI MAKLUMAT DENGAN KEPUJIAN,Ijazah pertama,OPEN UNIVERSITY MALAYSIA,2022,98.6
5001,SARJANA PENDIDIKAN (PENGURUSAN PENDIDIKAN),Sarjana,UNIVERSITI PENDIDIKAN SULTAN IDRIS,2022,98.6
5002,SARJANA PENDIDIKAN (PENGURUSAN PENDIDIKAN),Sarjana,UNIVERSITI PENDIDIKAN SULTAN IDRIS,2023,98.6
5003,BACELOR EKSEKUTIF PENGURUSAN PERNIAGAAN,Ijazah pertama,UNIVERSITI MALAYSIA PAHANG AL-SULTAN ABDULLAH,2022,98.5
5004,BACELOR PERAKAUNAN (KEPUJIAN),Ijazah pertama,MANAGEMENT AND SCIENCE UNIVERSITY,2023,98.5
5005,BACELOR SAINS DAN TEKNOLOGI MAKANAN,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,98.5
5006,BACHELOR OF MECHANICAL ENGINEERING TECHNOLOGY (MACHINE MANUFACTURING) WITH HONOURS,Ijazah pertama,UniKL-MALAYSIA FRANCE INSTITUTE,2022,98.5
5007,BACHELOR OF PHARMACY (HONS),Ijazah pertama,UniKL-ROYAL COLLEGE OF MEDICINE PERAK,2023,98.5
5008,BACHELOR OF SCIENCE (HONOURS) IN INTERNATIONAL BUSINESS,Ijazah pertama,SUNWAY UNIVERSITY,2023,98.5
5009,IJAZAH SARJANA MUDA PENDIDIKAN (SAINS PERTANIAN) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PENDIDIKAN SULTAN IDRIS,2022,98.5
5010,IJAZAH SARJANA MUDA PENGURUSAN KEKAYAAN ISLAM DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI SULTAN ZAINAL ABIDIN,2023,98.5
5011,IJAZAH SARJANA MUDA PENGURUSAN TEKNOLOGI DENGAN KEPUJIAN (INOVASI TEKNOLOGI),Ijazah pertama,UNIVERSITI TEKNIKAL MALAYSIA MELAKA,2023,98.5
5012,IJAZAH SARJANA MUDA PERNIAGAAN DENGAN KEPUJIAN (PERNIAGAAN ANTARABANGSA),Ijazah pertama,UNIVERSITI MALAYSIA SABAH,2022,98.5
5013,IJAZAH SARJANA MUDA SAINS DENGAN KEPUJIAN (SAINS DAN PENGURUSAN SUMBER HAIWAN),Ijazah pertama,UNIVERSITI MALAYSIA SARAWAK,2022,98.5
5014,IJAZAH SARJANA MUDA SAINS KOMPUTER (KEPINTARAN BUATAN) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI TEKNIKAL MALAYSIA MELAKA,2022,98.5
5015,IJAZAH SARJANA MUDA SAINS KOMPUTER (PEMBANGUNAN PERISIAN) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI TEKNIKAL MALAYSIA MELAKA,2022,98.5
5016,IJAZAH SARJANA MUDA SAINS KOMPUTER (RANGKAIAN KOMPUTER) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI TEKNIKAL MALAYSIA MELAKA,2023,98.5
5017,SARJANA MUDA (KEPUJIAN) KEJURUTERAAN ELEKTRIK (ELEKTRONIK),Ijazah pertama,UNIVERSITI MALAYSIA PAHANG AL-SULTAN ABDULLAH,2022,98.5
5018,SARJANA PENDIDIKAN (TEKNOLOGI INSTRUKSIONAL),Sarjana,UNIVERSITI PENDIDIKAN SULTAN IDRIS,2023,98.5
5019,BACELOR SAINS PEMBANGUNAN MANUSIA,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2023,98.4
5020,BACELOR SENI KULINARI (KEPUJIAN),Ijazah pertama,MANAGEMENT AND SCIENCE UNIVERSITY,2022,98.4
5021,BACHELOR IN ACCOUNTING (HONS),Ijazah pertama,UniKL-BUSINESS SCHOOL,2022,98.4
5022,BACHELOR IN PHARMACEUTICAL TECHNOLOGY (HONOURS),Ijazah pertama,UniKL-ROYAL COLLEGE OF MEDICINE PERAK,2022,98.4
5023,BACHELOR OF COMPUTER SCIENCE (HONOURS),Ijazah pertama,TAYLOR'S UNIVERSITY,2022,98.4
5024,BACHELOR OF ENGINEERING TECHNOLOGY (HONS.) IN MECHANICAL (AUTOMOTIVE),Ijazah pertama,UniKL-MALAYSIAN SPANISH INSTITUTE,2022,98.4
5025,IJAZAH SARJANA MUDA PEMASARAN ANTARABANGSA DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA SABAH,2023,98.4
5026,IJAZAH SARJANA MUDA PENGAJIAN ISLAM DENGAN KEPUJIAN (PENGAJIAN ARAB DAN TAMADUN ISLAM),Ijazah pertama,UNIVERSITI KEBANGSAAN MALAYSIA,2022,98.4
5027,IJAZAH SARJANA MUDA SAINS DENGAN KEPUJIAN (BIOLOGI PEMULIHARAAN),Ijazah pertama,UNIVERSITI MALAYSIA SABAH,2022,98.4
5028,IJAZAH SARJANA MUDA SAINS SOSIAL DENGAN KEPUJIAN (KOMUNIKASI),Ijazah pertama,UNIVERSITI MALAYSIA SABAH,2022,98.4
5029,MASTER OF BUSINESS ADMINISTRATION,Sarjana,TAYLOR'S UNIVERSITY,2022,98.4
5030,SARJANA MUDA KEJURUTERAAN (MEKANIKAL - PEMBUATAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MALAYSIA,2022,98.4
5031,SARJANA MUDA KEJURUTERAAN ELEKTRIK DAN ELEKTRONIK DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PERTAHANAN NASIONAL MALAYSIA,2023,98.4
5032,SARJANA MUDA PENGIMEJAN PERUBATAN (KEPUJIAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,98.4
5033,SARJANA MUDA PENGIMEJAN PERUBATAN (KEPUJIAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2023,98.4
5034,SARJANA MUDA SAINS (BIOLOGI MARIN) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA TERENGGANU,2023,98.4
5035,SARJANA MUDA SAINS PENGURUSAN PROJEK DAN KEMUDAHAN DENGAN KEPUJIAN,Ijazah pertama,OPEN UNIVERSITY MALAYSIA,2023,98.4
5036,SARJANA MUDA SISTEM MAKLUMAT (KEPUJIAN) SISTEM MAKLUMAT ENTERPRISE,Ijazah pertama,TUNKU ABDUL RAHMAN UNIVERSITY OF MANAGEMENT AND TECHNOLOGY,2022,98.4
5037,SARJANA PENDIDIKAN (PENDIDIKAN KHAS),Sarjana,UNIVERSITI KEBANGSAAN MALAYSIA,2023,98.4
5038,SARJANA PENDIDIKAN (PSIKOLOGI PENDIDIKAN),Sarjana,UNIVERSITI PENDIDIKAN SULTAN IDRIS,2023,98.4
5039,IJAZAH SARJANA MUDA PEMASARAN ANTARABANGSA DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA SABAH,2022,98.3
5040,IJAZAH SARJANA MUDA PENGAJIAN ISLAM DENGAN KEPUJIAN (SYARIAH),Ijazah pertama,UNIVERSITI KEBANGSAAN MALAYSIA,2022,98.3
5041,IJAZAH SARJANA MUDA PENGAJIAN ISLAM DENGAN KEPUJIAN (SYARIAH),Ijazah pertama,UNIVERSITI KEBANGSAAN MALAYSIA,2023,98.3
5042,IJAZAH SARJANA MUDA PENGURUSAN TEKNOLOGI DENGAN KEPUJIAN (PEMASARAN TEKNOLOGI TINGGI),Ijazah pertama,UNIVERSITI TEKNIKAL MALAYSIA MELAKA,2023,98.3
5043,IJAZAH SARJANA MUDA TEKNOLOGI KEJURUTERAAN ELEKTRIK (KUASA INDUSTRI) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI TEKNIKAL MALAYSIA MELAKA,2023,98.3
5044,"MASTER EKSEKUTIF KESELAMATAN, KESIHATAN DAN PERSEKITARAN",Sarjana,UNIVERSITI MALAYSIA PAHANG AL-SULTAN ABDULLAH,2023,98.3
5045,SARJANA MUDA SAINS KOMPUTER(TEKNOLOGI GRAFIK & MULTIMEDIA) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA PAHANG AL-SULTAN ABDULLAH,2022,98.3
5046,SARJANA MUDA SYARIAH (INDUSTRI HALAL) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI SAINS ISLAM MALAYSIA,2023,98.3
5047,BACELOR SAINS DAN TEKNOLOGI ALAM SEKITAR,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2023,98.2
5048,DOKTOR FALSAFAH,PhD,UNIVERSITI KEBANGSAAN MALAYSIA,2022,98.2
5049,IJAZAH SARJANA MUDA FARMASI (KEPUJIAN),Ijazah pertama,UNIVERSITI ISLAM ANTARABANGSA MALAYSIA,2022,98.2
5050,IJAZAH SARJANA MUDA KEJURUTERAAN AWAM DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI ISLAM ANTARABANGSA MALAYSIA,2022,98.2
5051,IJAZAH SARJANA MUDA SAINS GUNAAN (TEKNOLOGI SUMBER HUTAN) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA KELANTAN,2023,98.2
5052,IJAZAH SARJANA MUDA UNDANG-UNDANG DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI KEBANGSAAN MALAYSIA,2023,98.2
5053,MASTER EKSEKUTIF PENGURUSAN KORPORAT,Sarjana,UNIVERSITI MALAYSIA PAHANG AL-SULTAN ABDULLAH,2022,98.2
5054,SARJANA ANALITIK PERNIAGAAN,Sarjana,UNIVERSITI SAINS MALAYSIA,2022,98.2
5055,SARJANA KESIHATAN AWAM,Sarjana,UNIVERSITI MALAYA,2023,98.2
5056,SARJANA MUDA KEJURURAWATAN (KEPUJIAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2023,98.2
5057,SARJANA MUDA SAINS DENGAN KEPUJIAN (FIZIK GUNAAN),Ijazah pertama,UNIVERSITI SAINS ISLAM MALAYSIA,2023,98.2
5058,SARJANA MUDA SAINS MAKANAN (TEKNOLOGI MAKANAN) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA TERENGGANU,2023,98.2
5059,SARJANA MUDA TEKNOLOGI KEJURUTERAAN (ELEKTRIKAL) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA PAHANG AL-SULTAN ABDULLAH,2022,98.2
5060,SARJANA MUDA TEKNOLOGI KEJURUTERAAN AWAM (KEPUJIAN) (PEMBINAAN),Ijazah pertama,UNIVERSITI MALAYSIA PERLIS,2022,98.2
5061,SARJANA PENDIDIKAN (PENDIDIKAN ISLAM),Sarjana,UNIVERSITI KEBANGSAAN MALAYSIA,2023,98.2
5062,BACELOR SAINS (KESIHATAN PERSEKITARAN DAN PEKERJAAN),Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,98.1
5063,BACELOR SAINS KESIHATAN PERSEKITARAN DAN PEKERJAAN DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2023,98.1
5064,"BACHELOR OF ARTS (HONS) ACCOUNTING AND FINANCE 3+0 IN COLLABORATION WITH UNIVERSITY OF HERTFORDSHIRE, UK",Ijazah pertama,INTI INTERNATIONAL COLLEGE PENANG,2023,98.1
5065,BACHELOR OF COMMUNICATION (HONS) IN CORPORATE COMMUNICATION,Ijazah pertama,UNIVERSITI POLY-TECH MALAYSIA,2023,98.1
5066,BACHELOR OF MECHANICAL ENGINEERING WITH HONOURS,Ijazah pertama,UniKL-MALAYSIAN SPANISH INSTITUTE,2022,98.1
5067,IJAZAH SARJANA MUDA DIETETIK DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI SULTAN ZAINAL ABIDIN,2023,98.1
5068,IJAZAH SARJANA MUDA KEUSAHAWANAN (PELANCONGAN) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA KELANTAN,2022,98.1
5069,IJAZAH SARJANA MUDA PENDIDIKAN (PENDIDIKAN AWAL KANAK-KANAK) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PENDIDIKAN SULTAN IDRIS,2022,98.1
5070,IJAZAH SARJANA MUDA PENGURUSAN TEKNOLOGI DENGAN KEPUJIAN (INOVASI TEKNOLOGI),Ijazah pertama,UNIVERSITI TEKNIKAL MALAYSIA MELAKA,2022,98.1
5071,IJAZAH SARJANA MUDA PENGURUSAN TEKNOLOGI DENGAN KEPUJIAN (PEMASARAN TEKNOLOGI TINGGI),Ijazah pertama,UNIVERSITI TEKNIKAL MALAYSIA MELAKA,2022,98.1
5072,IJAZAH SARJANA MUDA PERNIAGAAN DENGAN KEPUJIAN (PENGURUSAN PELANCONGAN),Ijazah pertama,UNIVERSITI MALAYSIA SABAH,2022,98.1
